filename,width,height,class,xmin,ymin,xmax,ymax
./frame10704.jpg,640,360,smurf,75,270,124,360
./frame10704.jpg,640,360,smurf,114,269,171,357
./frame10704.jpg,640,360,smurf,162,273,216,358
./brainy_grouchy_flowers.jpg,263,197,smurf,136,21,213,166
./brainy_grouchy_flowers.jpg,263,197,smurf,41,38,139,178
./frame144.jpg,640,360,smurf,388,211,447,290
./frame144.jpg,640,360,smurf,170,172,225,267
./frame144.jpg,640,360,smurf,64,89,117,148
./frame144.jpg,640,360,smurf,150,105,184,152
./frame144.jpg,640,360,smurf,442,126,499,222
./frame144.jpg,640,360,smurf,278,121,337,195
./51GSE6CarhL._SX268_.jpg,268,201,smurf,21,16,104,178
./51GSE6CarhL._SX268_.jpg,268,201,smurf,141,26,231,188
./R-10588751-1500474682-9310.jpeg.jpg,600,600,smurf,65,250,165,334
./R-10588751-1500474682-9310.jpeg.jpg,600,600,smurf,105,403,215,542
./R-10588751-1500474682-9310.jpeg.jpg,600,600,smurf,253,394,338,543
./R-10588751-1500474682-9310.jpeg.jpg,600,600,smurf,335,452,450,589
./R-10588751-1500474682-9310.jpeg.jpg,600,600,smurf,440,417,570,560
./frame5520.jpg,640,360,smurf,370,224,431,322
./frame5520.jpg,640,360,smurf,311,225,366,323
./frame5520.jpg,640,360,smurf,245,212,302,322
./sirinler-kucuk-bir-sorun_9972799-53270_1920x1080.jpg,1920,1080,smurf,399,7,1021,1080
./frame2664.jpg,640,360,smurf,137,58,267,308
./frame2664.jpg,640,360,smurf,301,89,459,303
./frame14256.jpg,640,360,smurf,43,181,188,340
./frame14256.jpg,640,360,smurf,192,188,353,344
./frame14256.jpg,640,360,smurf,342,195,488,346
./13114hb.JPG,667,504,smurf,247,210,322,342
./hb-smurfs-1980-smurfette-hefty-brainy_1_0913fac723314fa75edcc460c2e4a83f.jpg,400,300,smurf,126,188,170,253
./hb-smurfs-1980-smurfette-hefty-brainy_1_0913fac723314fa75edcc460c2e4a83f.jpg,400,300,smurf,166,187,212,252
./hb-smurfs-1980-smurfette-hefty-brainy_1_0913fac723314fa75edcc460c2e4a83f.jpg,400,300,smurf,209,189,258,252
./hb-smurfs-1980-smurfette-hefty-brainy_1_0913fac723314fa75edcc460c2e4a83f.jpg,400,300,smurf,256,182,303,250
./hb-smurfs-1980-smurfette-hefty-brainy_1_0913fac723314fa75edcc460c2e4a83f.jpg,400,300,smurf,306,188,351,252
./sirinler-cizgi-filmi-1-bolum_7716484-129880_640x360.jpg,540,360,smurf,174,28,416,359
./frame7752.jpg,640,360,smurf,356,36,517,341
./frame7752.jpg,640,360,smurf,161,79,288,338
./frame2232.jpg,640,360,smurf,214,212,289,322
./frame2232.jpg,640,360,smurf,393,212,468,331
./image-10470.jpg,480,360,smurf,165,122,296,324
./frame14016.jpg,640,360,smurf,349,192,485,344
./frame14016.jpg,640,360,smurf,39,186,187,336
./frame14016.jpg,640,360,smurf,191,191,337,343
./imaages.jpeg,225,224,smurf,41,13,208,212
./frame10728.jpg,640,360,smurf,89,272,139,354
./frame10728.jpg,640,360,smurf,182,274,226,352
./frame10728.jpg,640,360,smurf,132,258,184,354
./ae4bdce7dd132c9dc70a6f69e93c7a80.jpg,384,288,smurf,55,99,129,247
./ae4bdce7dd132c9dc70a6f69e93c7a80.jpg,384,288,smurf,229,82,298,203
./ae4bdce7dd132c9dc70a6f69e93c7a80.jpg,384,288,smurf,148,60,229,218
./genie_meanie_smurfs.jpg,263,197,smurf,69,95,119,155
./genie_meanie_smurfs.jpg,263,197,smurf,16,94,66,152
./frame4656.jpg,640,360,smurf,352,40,524,337
./frame4656.jpg,640,360,smurf,153,55,319,325
./mqdefault.jpg,320,180,smurf,67,23,173,176
./mqdefault.jpg,320,180,smurf,139,6,262,169
